Date,SGD_GDP_Billions,USD_GDP_Billions,Singapore,USA,SG_Interest_Rate,US_Interest_Rate,SP500,STI,ExchangeRate,Daily Exports(millions),Daily Imports(millions),Daily Balance(millions),FOREIGN RESERVES (US$ MILLION),GoldPrice,DXI
2010-04-28,81.37614,15028.6172,2.36,1.46,0.07,0.2,1191.4,2932.040039,1.3739,76.26,46.36666666666667,29.89333333333333,198866.37,1171.8,82.290001
2010-04-29,81.38364889,15030.41069,2.36,1.46,0.07,0.2,1206.8,2959.01001,1.3685,76.26,46.36666666666667,29.89333333333333,198697.1133333333,1168.8,82.269997
2010-04-30,81.39115778,15032.20418,2.36,1.46,0.07,0.2,1186.7,2974.610107,1.3707,76.26,46.36666666666667,29.89333333333333,198527.85666666663,1180.7,81.900002
2010-05-03,81.4132,15037.46894,2.36,1.46,0.09,0.2,1202.3,2944.219971,1.3703,79.6774193548387,49.92903225806452,29.748387096774195,198461.90967741932,1183.3,81.800003
2010-05-04,81.42046667,15039.20457,2.36,1.46,0.09,0.2,1173.6,2901.179932,1.3813,79.6774193548387,49.92903225806452,29.748387096774195,198513.56451612903,1169.2,82.360001
2010-05-05,81.42773333,15040.9402,2.36,1.46,0.09,0.2,1165.9,2860.310059,1.393,79.6774193548387,49.92903225806452,29.748387096774195,198565.21935483871,1175.0,83.449997
2010-05-06,81.435,15042.67584,2.36,1.46,0.09,0.2,1128.2,2839.649902,1.4027,79.6774193548387,49.92903225806452,29.748387096774195,198616.8741935484,1197.3,84.160004
2010-05-07,81.44226667,15044.41147,2.36,1.46,0.09,0.2,1110.9,2821.110107,1.3953,79.6774193548387,49.92903225806452,29.748387096774195,198668.52903225803,1210.4,84.870003
2010-05-10,81.46406667,15049.61838,2.36,1.46,0.09,0.2,1159.7,2880.47998,1.3832,79.6774193548387,49.92903225806452,29.748387096774195,198823.4935483871,1200.8,83.910004
2010-05-11,81.47133333,15051.35401,2.36,1.46,0.09,0.2,1155.8,2857.669922,1.3813,79.6774193548387,49.92903225806452,29.748387096774195,198875.1483870968,1220.3,84.389999
2010-05-12,81.4786,15053.08965,2.36,1.46,0.09,0.2,1171.7,2880.330078,1.3793,79.6774193548387,49.92903225806452,29.748387096774195,198926.80322580645,1243.1,84.709999
2010-05-13,81.48586667,15054.82528,2.36,1.46,0.09,0.2,1157.4,2867.919922,1.3832,79.6774193548387,49.92903225806452,29.748387096774195,198978.45806451613,1229.2,84.800003
2010-05-14,81.49313333,15056.56091,2.36,1.46,0.09,0.2,1135.7,2855.209961,1.3879,79.6774193548387,49.92903225806452,29.748387096774195,199030.11290322585,1227.8,85.360001
2010-05-17,81.51493333,15061.76782,2.36,1.46,0.09,0.2,1136.9,2833.689941,1.3887,79.6774193548387,49.92903225806452,29.748387096774195,199185.07741935484,1228.1,86.209999
2010-05-18,81.5222,15063.50345,2.36,1.46,0.09,0.2,1120.8,2844.350098,1.3977,79.6774193548387,49.92903225806452,29.748387096774195,199236.73225806453,1214.6,86.220001
2010-05-19,81.52946667,15065.23909,2.36,1.46,0.09,0.2,1115.0,2774.540039,1.3971,79.6774193548387,49.92903225806452,29.748387096774195,199288.38709677415,1193.1,87.25
2010-05-20,81.53673333,15066.97472,2.36,1.46,0.09,0.2,1071.6,2753.51001,1.411,79.6774193548387,49.92903225806452,29.748387096774195,199340.04193548387,1188.6,86.290001
2010-05-21,81.544,15068.71035,2.36,1.46,0.09,0.2,1087.7,2701.199951,1.4058,79.6774193548387,49.92903225806452,29.748387096774195,199391.69677419355,1176.1,85.900002
2010-05-24,81.5658,15073.91726,2.36,1.46,0.09,0.2,1073.7,2723.870117,1.4085,79.6774193548387,49.92903225806452,29.748387096774195,199546.66129032255,1194.0,85.660004
2010-05-25,81.57306667,15075.65289,2.36,1.46,0.09,0.2,1074.0,2650.610107,1.4112,79.6774193548387,49.92903225806452,29.748387096774195,199598.31612903223,1198.0,86.470001
2010-05-26,81.58033333,15077.38853,2.36,1.46,0.09,0.2,1068.0,2696.02002,1.4111,79.6774193548387,49.92903225806452,29.748387096774195,199649.97096774197,1213.4,86.529999
2010-05-27,81.5876,15079.12416,2.36,1.46,0.09,0.2,1103.1,2739.699951,1.4002,79.6774193548387,49.92903225806452,29.748387096774195,199701.6258064516,1211.9,87.300003
2010-05-28,81.59486667,15080.8598,2.36,1.46,0.09,0.2,1089.4,,1.4075,79.6774193548387,49.92903225806452,29.748387096774195,199753.28064516129,1215.0,86.349998
2010-06-01,81.62393333,15087.80233,2.36,1.46,0.09,0.18,1070.7,2715.439941,1.4126,79.77666666666667,45.016666666666666,34.76,199959.9,1226.9,86.580002
2010-06-02,81.63144222,15089.59582,2.36,1.46,0.09,0.18,1098.4,2727.570068,1.4031,79.77666666666667,45.016666666666666,34.76,200192.36666666667,1222.6,86.68
2010-06-03,81.63895111,15091.38931,2.36,1.46,0.09,0.18,1102.8,2793.469971,1.4052,79.77666666666667,45.016666666666666,34.76,200424.8333333333,1210.0,86.82
2010-06-04,81.64646,15093.1828,2.36,1.46,0.09,0.18,1064.9,2806.51001,1.4137,79.77666666666667,45.016666666666666,34.76,200657.3,1217.7,87.220001
2010-06-07,81.66898667,15098.56327,2.36,1.46,0.09,0.18,1050.5,2751.879883,1.4191,79.77666666666667,45.016666666666666,34.76,201354.7,1240.8,88.449997
2010-06-08,81.67649556,15100.35676,2.36,1.46,0.09,0.18,1062.0,2746.610107,1.414,79.77666666666667,45.016666666666666,34.76,201587.16666666663,1245.6,88.449997
2010-06-09,81.68400444,15102.15024,2.36,1.46,0.09,0.18,1055.7,2745.800049,1.4143,79.77666666666667,45.016666666666666,34.76,201819.63333333333,1229.9,88.129997
2010-06-10,81.69151333,15103.94373,2.36,1.46,0.09,0.18,1086.8,2779.580078,1.4009,79.77666666666667,45.016666666666666,34.76,202052.1,1222.2,87.900002
2010-06-11,81.69902222,15105.73722,2.36,1.46,0.09,0.18,1091.6,2796.290039,1.4016,79.77666666666667,45.016666666666666,34.76,202284.56666666665,1230.2,87.099998
2010-06-14,81.72154889,15111.11769,2.36,1.46,0.09,0.18,1089.6,2818.070068,1.3985,79.77666666666667,45.016666666666666,34.76,202981.96666666667,1224.5,86.959999
2010-06-15,81.72905778,15112.91118,2.36,1.46,0.09,0.18,1115.2,2818.209961,1.3925,79.77666666666667,45.016666666666666,34.76,203214.4333333333,1234.4,86.709999
2010-06-16,81.73656667,15114.70467,2.36,1.46,0.09,0.18,1114.6,2846.939941,1.3936,79.77666666666667,45.016666666666666,34.76,203446.9,1230.5,86.089996
2010-06-17,81.74407556,15116.49816,2.36,1.46,0.09,0.18,1116.0,2843.949951,1.3918,79.77666666666667,45.016666666666666,34.76,203679.36666666667,1248.7,86.139999
2010-06-18,81.75158444,15118.29164,2.36,1.46,0.09,0.18,1117.5,2833.399902,1.3845,79.77666666666667,45.016666666666666,34.76,203911.8333333333,1258.3,85.699997
2010-06-21,81.77411111,15123.67211,2.36,1.46,0.09,0.18,1113.2,2885.639893,1.3782,79.77666666666667,45.016666666666666,34.76,204609.2333333333,1240.7,85.400002
2010-06-22,81.78162,15125.4656,2.36,1.46,0.09,0.18,1095.3,2872.300049,1.3863,79.77666666666667,45.016666666666666,34.76,204841.7,1240.8,85.940002
2010-06-23,81.78912889,15127.25909,2.36,1.46,0.09,0.18,1092.0,2871.050049,1.3882,79.77666666666667,45.016666666666666,34.76,205074.16666666663,1234.8,86.07
2010-06-24,81.79663778,15129.05258,2.36,1.46,0.09,0.18,1073.7,2847.610107,1.3924,79.77666666666667,45.016666666666666,34.76,205306.63333333333,1245.9,85.790001
2010-06-25,81.80414667,15130.84607,2.36,1.46,0.09,0.18,1076.8,2851.639893,1.387,79.77666666666667,45.016666666666666,34.76,205539.1,1256.2,85.730003
2010-06-28,81.82667333,15136.22653,2.36,1.46,0.09,0.18,1074.6,2869.98999,1.3871,79.77666666666667,45.016666666666666,34.76,206236.5,1238.6,85.339996
2010-06-29,81.83418222,15138.02002,2.36,1.46,0.09,0.18,1041.2,2830.340088,1.4024,79.77666666666667,45.016666666666666,34.76,206468.96666666667,1242.4,85.709999
2010-06-30,81.84169111,15139.81351,2.36,1.46,0.09,0.18,1030.7,2835.51001,1.4006,79.77666666666667,45.016666666666666,34.76,206701.4333333333,1245.9,86.129997
2010-07-01,81.8492,15141.607,2.36,1.46,0.18,0.18,1027.4,2820.350098,1.39,86.46129032258065,48.37419354838709,38.08709677419355,206933.9,1206.7,86.099998
2010-07-02,81.89484839,15143.41202,2.36,1.46,0.18,0.18,1022.6,2844.189941,1.392,86.46129032258065,48.37419354838709,38.08709677419355,206917.01612903224,1207.7,84.610001
2010-07-06,82.07744194,15150.63211,2.36,1.46,0.18,0.18,1028.1,2868.02002,1.3866,86.46129032258065,48.37419354838709,38.08709677419355,206849.4806451613,1196.0,84.589996
2010-07-07,82.12309032,15152.43713,2.36,1.46,0.18,0.18,1060.3,2861.030029,1.3857,86.46129032258065,48.37419354838709,38.08709677419355,206832.59677419355,1198.9,84.110001
2010-07-08,82.16873871,15154.24215,2.36,1.46,0.18,0.18,1070.2,2897.149902,1.3797,86.46129032258065,48.37419354838709,38.08709677419355,206815.7129032258,1196.1,83.959999
2010-07-09,82.2143871,15156.04717,2.36,1.46,0.18,0.18,1078.0,2917.169922,1.3809,86.46129032258065,48.37419354838709,38.08709677419355,206798.82903225807,1209.8,83.769997
2010-07-12,82.35133226,15161.46224,2.36,1.46,0.18,0.18,1078.8,2925.320068,1.3808,86.46129032258065,48.37419354838709,38.08709677419355,206748.17741935485,1198.7,83.949997
2010-07-13,82.39698065,15163.26726,2.36,1.46,0.18,0.18,1095.3,2928.699951,1.3738,86.46129032258065,48.37419354838709,38.08709677419355,206731.2935483871,1213.5,84.230003
2010-07-14,82.44262903,15165.07228,2.36,1.46,0.18,0.18,1095.2,2952.810059,1.3752,86.46129032258065,48.37419354838709,38.08709677419355,206714.40967741932,1207.0,83.580002
2010-07-15,82.48827742,15166.8773,2.36,1.46,0.18,0.18,1096.5,2943.550049,1.3734,86.46129032258065,48.37419354838709,38.08709677419355,206697.5258064516,1208.3,83.370003
2010-07-16,82.53392581,15168.68232,2.36,1.46,0.18,0.18,1064.9,2957.719971,1.3766,86.46129032258065,48.37419354838709,38.08709677419355,206680.64193548387,1188.2,82.419998
2010-07-19,82.67087097,15174.09739,2.36,1.46,0.18,0.18,1071.2,2945.419922,1.3776,86.46129032258065,48.37419354838709,38.08709677419355,206629.99032258065,1181.9,82.690002
2010-07-20,82.71651935,15175.90241,2.36,1.46,0.18,0.18,1083.5,2948.610107,1.3728,86.46129032258065,48.37419354838709,38.08709677419355,206613.1064516129,1191.7,82.610001
2010-07-21,82.76216774,15177.70743,2.36,1.46,0.18,0.18,1069.6,2926.090088,1.3775,86.46129032258065,48.37419354838709,38.08709677419355,206596.22258064515,1191.8,82.709999
2010-07-22,82.80781613,15179.51245,2.36,1.46,0.18,0.18,1093.7,2955.669922,1.3723,86.46129032258065,48.37419354838709,38.08709677419355,206579.33870967745,1195.6,83.25
2010-07-23,82.85346452,15181.31747,2.36,1.46,0.18,0.18,1102.7,2973.469971,1.3704,86.46129032258065,48.37419354838709,38.08709677419355,206562.45483870967,1187.8,82.580002
2010-07-26,82.99040968,15186.73254,2.36,1.46,0.18,0.18,1115.0,2966.98999,1.3618,86.46129032258065,48.37419354838709,38.08709677419355,206511.80322580645,1183.1,82.620003
2010-07-27,83.03605806,15188.53756,2.36,1.46,0.18,0.18,1113.8,2979.379883,1.362,86.46129032258065,48.37419354838709,38.08709677419355,206494.9193548387,1158.0,82.050003
2010-07-28,83.08170645,15190.34258,2.36,1.46,0.18,0.18,1106.1,2985.379883,1.3676,86.46129032258065,48.37419354838709,38.08709677419355,206478.03548387095,1160.4,82.160004
2010-07-29,83.12735484,15192.1476,2.36,1.46,0.18,0.18,1101.5,2997.649902,1.3631,86.46129032258065,48.37419354838709,38.08709677419355,206461.1516129032,1171.2,82.099998
2010-07-30,83.17300323,15193.95262,2.36,1.46,0.18,0.18,1101.6,2987.699951,1.3601,86.46129032258065,48.37419354838709,38.08709677419355,206444.26774193547,1183.9,81.610001
2010-08-02,83.30994839,15199.36769,2.36,1.46,0.15,0.19,1125.9,2987.699951,1.35,78.97741935483872,44.19677419354839,34.78064516129032,206676.6677419355,1185.4,81.519997
2010-08-03,83.35559677,15201.17271,2.36,1.46,0.15,0.19,1120.5,3014.77002,1.3503,78.97741935483872,44.19677419354839,34.78064516129032,206942.83548387096,1187.5,80.910004
2010-08-04,83.40124516,15202.97773,2.36,1.46,0.15,0.19,1127.2,3001.870117,1.3534,78.97741935483872,44.19677419354839,34.78064516129032,207209.0032258065,1195.9,80.620003
2010-08-05,83.44689355,15204.78275,2.36,1.46,0.15,0.19,1125.8,3006.76001,1.3536,78.97741935483872,44.19677419354839,34.78064516129032,207475.17096774196,1199.3,80.970001
2010-08-06,83.49254194,15206.58777,2.36,1.46,0.15,0.19,1121.6,2995.060059,1.3466,78.97741935483872,44.19677419354839,34.78064516129032,207741.33870967745,1205.3,80.779999
2010-08-09,83.6294871,15212.00284,2.36,1.46,0.15,0.19,1127.8,,1.348,78.97741935483872,44.19677419354839,34.78064516129032,208539.84193548388,1202.6,80.349998
2010-08-10,83.67513548,15213.80786,2.36,1.46,0.15,0.19,1121.1,2984.290039,1.3533,78.97741935483872,44.19677419354839,34.78064516129032,208806.00967741932,1198.0,80.739998
2010-08-11,83.72078387,15215.61288,2.36,1.46,0.15,0.19,1089.5,2949.26001,1.3658,78.97741935483872,44.19677419354839,34.78064516129032,209072.17741935485,1199.2,80.889999
2010-08-12,83.76643226,15217.4179,2.36,1.46,0.15,0.19,1083.6,2927.040039,1.3616,78.97741935483872,44.19677419354839,34.78064516129032,209338.34516129032,1216.7,82.459999
2010-08-13,83.81208065,15219.22292,2.36,1.46,0.15,0.19,1079.2,2939.969971,1.3628,78.97741935483872,44.19677419354839,34.78064516129032,209604.5129032258,1216.6,82.580002
2010-08-16,83.94902581,15224.63799,2.36,1.46,0.15,0.19,1079.4,2933.51001,1.3608,78.97741935483872,44.19677419354839,34.78064516129032,210403.01612903227,1226.2,82.839996
2010-08-17,83.99467419,15226.44301,2.36,1.46,0.15,0.19,1092.5,2923.360107,1.355,78.97741935483872,44.19677419354839,34.78064516129032,210669.1838709677,1228.3,82.43
2010-08-18,84.04032258,15228.24803,2.36,1.46,0.15,0.19,1094.2,2919.370117,1.3532,78.97741935483872,44.19677419354839,34.78064516129032,210935.35161290324,1231.4,82.25
2010-08-19,84.08597097,15230.05305,2.36,1.46,0.15,0.19,1075.6,2946.77002,1.3554,78.97741935483872,44.19677419354839,34.78064516129032,211201.5193548387,1235.4,82.309998
2010-08-20,84.13161935,15231.85808,2.36,1.46,0.15,0.19,1071.7,2936.47998,1.3562,78.97741935483872,44.19677419354839,34.78064516129032,211467.6870967742,1228.8,82.519997
2010-08-23,84.26856452,15237.27314,2.36,1.46,0.15,0.19,1067.4,2925.98999,1.3585,78.97741935483872,44.19677419354839,34.78064516129032,212266.19032258063,1228.5,83.019997
2010-08-24,84.3142129,15239.07816,2.36,1.46,0.15,0.19,1051.9,2922.850098,1.362,78.97741935483872,44.19677419354839,34.78064516129032,212532.35806451613,1233.4,83.309998
2010-08-25,84.35986129,15240.88318,2.36,1.46,0.15,0.19,1055.3,2926.550049,1.3574,78.97741935483872,44.19677419354839,34.78064516129032,212798.5258064516,1241.3,83.330002
2010-08-26,84.40550968,15242.6882,2.36,1.46,0.15,0.19,1047.2,2925.870117,1.3565,78.97741935483872,44.19677419354839,34.78064516129032,213064.6935483871,1237.7,83.190002
2010-08-27,84.45115806,15244.49323,2.36,1.46,0.15,0.19,1064.6,2938.73999,1.3532,78.97741935483872,44.19677419354839,34.78064516129032,213330.8612903226,1237.9,82.940002
2010-08-30,84.58810323,15249.90829,2.36,1.46,0.15,0.19,1048.9,2957.060059,1.3558,78.97741935483872,44.19677419354839,34.78064516129032,214129.36451612905,1239.2,82.809998
2010-08-31,84.63375161,15251.71331,2.36,1.46,0.15,0.19,1049.3,2950.330078,1.3545,78.97741935483872,44.19677419354839,34.78064516129032,214395.5322580645,1250.3,83.169998
2010-09-01,84.6794,15253.51833,2.36,1.46,0.11,0.19,1080.3,2982.830078,1.348,77.58333333333333,57.85333333333333,19.73,214661.7,1248.1,83.089996
2010-09-02,84.72657,15255.38352,2.36,1.46,0.11,0.19,1090.1,2986.659912,1.3465,77.58333333333333,57.85333333333333,19.73,214886.24,1253.4,82.480003
2010-09-03,84.77374,15257.24871,2.36,1.46,0.11,0.19,1104.5,3002.560059,1.3434,77.58333333333333,57.85333333333333,19.73,215110.78,1251.1,82.389999
2010-09-07,84.96242,15264.70947,2.36,1.46,0.11,0.19,1091.8,3036.090088,1.3494,77.58333333333333,57.85333333333333,19.73,216008.94,1258.9,82.120003
2010-09-08,85.00959,15266.57466,2.36,1.46,0.11,0.19,1098.9,3011.419922,1.3434,77.58333333333333,57.85333333333333,19.73,216233.48,1257.5,82.910004
2010-09-09,85.05676,15268.43984,2.36,1.46,0.11,0.19,1104.2,3022.280029,1.3428,77.58333333333333,57.85333333333333,19.73,216458.02,1250.9,82.550003
2010-09-10,85.10393,15270.30503,2.36,1.46,0.11,0.19,1109.5,,1.3402,77.58333333333333,57.85333333333333,19.73,216682.56,1246.5,82.720001
2010-09-13,85.24544,15275.9006,2.36,1.46,0.11,0.19,1121.9,3066.810059,1.3373,77.58333333333333,57.85333333333333,19.73,217356.18,1247.1,82.68
2010-09-14,85.29261,15277.76579,2.36,1.46,0.11,0.19,1121.1,3048.649902,1.3337,77.58333333333333,57.85333333333333,19.73,217580.72,1271.7,81.910004
2010-09-15,85.33978,15279.63098,2.36,1.46,0.11,0.19,1125.1,3071.030029,1.3371,77.58333333333333,57.85333333333333,19.73,217805.26,1268.7,81.209999
2010-09-16,85.38695,15281.49617,2.36,1.46,0.11,0.19,1124.7,3067.110107,1.3383,77.58333333333333,57.85333333333333,19.73,218029.8,1273.8,81.470001
2010-09-17,85.43412,15283.36136,2.36,1.46,0.11,0.19,1125.6,3076.370117,1.3361,77.58333333333333,57.85333333333333,19.73,218254.34,1277.5,81.269997
2010-09-20,85.57563,15288.95692,2.36,1.46,0.11,0.19,1142.7,3080.97998,1.3337,77.58333333333333,57.85333333333333,19.73,218927.96,1280.8,81.410004
2010-09-21,85.6228,15290.82211,2.36,1.46,0.11,0.19,1139.8,3095.389893,1.3289,77.58333333333333,57.85333333333333,19.73,219152.5,1274.3,81.309998
2010-09-22,85.66997,15292.6873,2.36,1.46,0.11,0.19,1134.3,3096.100098,1.3268,77.58333333333333,57.85333333333333,19.73,219377.04,1292.1,80.400002
2010-09-23,85.71714,15294.55249,2.36,1.46,0.11,0.19,1124.8,3083.129883,1.3293,77.58333333333333,57.85333333333333,19.73,219601.58,1296.3,79.830002
2010-09-24,85.76431,15296.41768,2.36,1.46,0.11,0.19,1148.7,3092.679932,1.3217,77.58333333333333,57.85333333333333,19.73,219826.12,1298.1,80.129997
2010-09-27,85.90582,15302.01324,2.36,1.46,0.11,0.19,1142.2,3113.459961,1.3227,77.58333333333333,57.85333333333333,19.73,220499.74,1298.6,79.330002
2010-09-28,85.95299,15303.87843,2.36,1.46,0.11,0.19,1147.7,3097.350098,1.3184,77.58333333333333,57.85333333333333,19.73,220724.28,1308.3,79.57
2010-09-29,86.00016,15305.74362,2.36,1.46,0.11,0.19,1144.7,3106.030029,1.3174,77.58333333333333,57.85333333333333,19.73,220948.82,1310.3,78.900002
2010-09-30,86.04733,15307.60881,2.36,1.46,0.11,0.19,1141.2,3097.629883,1.3168,77.58333333333333,57.85333333333333,19.73,221173.36,1309.6,78.790001
2010-10-01,86.0945,15309.474,2.36,1.46,0.07,0.19,1146.2,3130.899902,1.3126,78.83225806451614,56.21290322580645,22.616129032258065,221397.9,1317.8,78.800003
2010-10-04,86.1074871,15310.828,2.36,1.46,0.07,0.19,1137.0,3168.98999,1.3153,78.83225806451614,56.21290322580645,22.616129032258065,221027.1193548387,1316.8,78.129997
2010-10-05,86.11181613,15311.27933,2.36,1.46,0.07,0.19,1160.8,3162.360107,1.3092,78.83225806451614,56.21290322580645,22.616129032258065,220903.5258064516,1340.3,78.5
2010-10-06,86.11614516,15311.73067,2.36,1.46,0.07,0.19,1160.0,3190.070068,1.3086,78.83225806451614,56.21290322580645,22.616129032258065,220779.9322580645,1347.7,77.82
2010-10-07,86.12047419,15312.182,2.36,1.46,0.07,0.19,1158.1,3166.649902,1.3079,78.83225806451614,56.21290322580645,22.616129032258065,220656.33870967745,1335.0,77.489998
2010-10-08,86.12480323,15312.63333,2.36,1.46,0.07,0.19,1165.2,3153.340088,1.3067,78.83225806451614,56.21290322580645,22.616129032258065,220532.7451612903,1345.3,77.449997
2010-10-11,86.13779032,15313.98733,2.36,1.46,0.07,0.19,1165.3,3163.409912,1.3084,78.83225806451614,56.21290322580645,22.616129032258065,220161.96451612905,1354.4,77.059998
2010-10-12,86.14211935,15314.43867,2.36,1.46,0.07,0.19,1169.8,3149.360107,1.3058,78.83225806451614,56.21290322580645,22.616129032258065,220038.37096774197,1346.7,77.529999
2010-10-13,86.14644839,15314.89,2.36,1.46,0.07,0.19,1178.1,3202.159912,1.3012,78.83225806451614,56.21290322580645,22.616129032258065,219914.7774193548,1370.5,77.339996
2010-10-14,86.15077742,15315.34133,2.36,1.46,0.07,0.19,1173.8,3195.02002,1.297,78.83225806451614,56.21290322580645,22.616129032258065,219791.1838709677,1377.6,77.019997
2010-10-15,86.15510645,15315.79267,2.36,1.46,0.07,0.19,1176.2,3204.27002,1.2958,78.83225806451614,56.21290322580645,22.616129032258065,219667.59032258065,1372.0,76.639999
2010-10-18,86.16809355,15317.14667,2.36,1.46,0.07,0.19,1184.7,3181.27002,1.2995,78.83225806451614,56.21290322580645,22.616129032258065,219296.8096774193,1372.1,77.029999
2010-10-19,86.17242258,15317.598,2.36,1.46,0.07,0.19,1165.9,3192.290039,1.3157,78.83225806451614,56.21290322580645,22.616129032258065,219173.21612903223,1336.0,77.120003
2010-10-20,86.17675161,15318.04933,2.36,1.46,0.07,0.19,1178.2,3179.149902,1.2999,78.83225806451614,56.21290322580645,22.616129032258065,219049.6225806452,1344.2,78.25
2010-10-21,86.18108065,15318.50067,2.36,1.46,0.07,0.19,1180.3,3163.530029,1.3012,78.83225806451614,56.21290322580645,22.616129032258065,218926.02903225803,1325.6,77.150002
2010-10-22,86.18540968,15318.952,2.36,1.46,0.07,0.19,1183.1,3173.570068,1.2969,78.83225806451614,56.21290322580645,22.616129032258065,218802.43548387097,1325.1,77.480003
2010-10-25,86.19839677,15320.306,2.36,1.46,0.07,0.19,1185.6,3182.080078,1.2941,78.83225806451614,56.21290322580645,22.616129032258065,218431.65483870968,1338.9,77.410004
2010-10-26,86.20272581,15320.75733,2.36,1.46,0.07,0.19,1185.6,3162.51001,1.2996,78.83225806451614,56.21290322580645,22.616129032258065,218308.06129032257,1338.6,77.360001
2010-10-27,86.20705484,15321.20867,2.36,1.46,0.07,0.19,1182.5,3124.379883,1.3028,78.83225806451614,56.21290322580645,22.616129032258065,218184.46774193548,1322.6,77.639999
2010-10-28,86.21138387,15321.66,2.36,1.46,0.07,0.19,1183.8,3129.5,1.2955,78.83225806451614,56.21290322580645,22.616129032258065,218060.8741935484,1342.5,78.059998
2010-10-29,86.2157129,15322.11133,2.36,1.46,0.07,0.19,1183.3,3142.620117,1.2935,78.83225806451614,56.21290322580645,22.616129032258065,217937.28064516129,1357.6,77.279999
2010-11-01,86.2287,15323.46533,2.36,1.46,0.15,0.19,1184.4,3192.179932,1.2914,75.08,56.92666666666666,18.15333333333333,217566.5,1350.6,76.949997
2010-11-02,86.23317333,15323.93171,2.36,1.46,0.15,0.19,1193.6,3205.280029,1.2875,75.08,56.92666666666666,18.15333333333333,217839.4233333333,1356.9,77.199997
2010-11-03,86.23764667,15324.39809,2.36,1.46,0.15,0.19,1198.0,3224.969971,1.2857,75.08,56.92666666666666,18.15333333333333,218112.34666666668,1337.6,76.720001
2010-11-04,86.24212,15324.86447,2.36,1.46,0.15,0.19,1221.1,3240.310059,1.2831,75.08,56.92666666666666,18.15333333333333,218385.27,1383.1,76.389999
2010-11-05,86.24659333,15325.33084,2.36,1.46,0.15,0.19,1225.8,,1.2854,75.08,56.92666666666666,18.15333333333333,218658.19333333333,1397.7,75.870003
2010-11-08,86.26001333,15326.72998,2.36,1.46,0.15,0.19,1223.2,3300.399902,1.2892,75.08,56.92666666666666,18.15333333333333,219476.96333333332,1403.2,76.419998
2010-11-09,86.26448667,15327.19636,2.36,1.46,0.15,0.19,1213.4,3313.610107,1.2902,75.08,56.92666666666666,18.15333333333333,219749.88666666663,1410.1,77.260002
2010-11-10,86.26896,15327.66273,2.36,1.46,0.15,0.19,1218.7,3289.23999,1.2872,75.08,56.92666666666666,18.15333333333333,220022.81,1399.3,77.739998
2010-11-11,86.27343333,15328.12911,2.36,1.46,0.15,0.19,1213.5,3293.389893,1.291,75.08,56.92666666666666,18.15333333333333,220295.7333333333,1403.3,77.629997
2010-11-12,86.27790667,15328.59549,2.36,1.46,0.15,0.19,1199.2,3252.0,1.2977,75.08,56.92666666666666,18.15333333333333,220568.65666666668,1365.5,78.160004
2010-11-15,86.29132667,15329.99462,2.36,1.46,0.15,0.19,1197.8,3236.800049,1.3056,75.08,56.92666666666666,18.15333333333333,221387.42666666667,1368.5,78.120003
2010-11-16,86.2958,15330.461,2.36,1.46,0.15,0.19,1178.3,3212.100098,1.3048,75.08,56.92666666666666,18.15333333333333,221660.35,1338.4,78.690002
2010-11-17,86.30027333,15330.92738,2.36,1.46,0.15,0.19,1178.6,,1.3006,75.08,56.92666666666666,18.15333333333333,221933.27333333332,1336.9,79.290001
2010-11-18,86.30474667,15331.39376,2.36,1.46,0.15,0.19,1196.7,3215.219971,1.2956,75.08,56.92666666666666,18.15333333333333,222206.19666666668,1353.0,78.949997
2010-11-19,86.30922,15331.86013,2.36,1.46,0.15,0.19,1199.7,3197.370117,1.2959,75.08,56.92666666666666,18.15333333333333,222479.12,1352.3,78.519997
2010-11-22,86.32264,15333.25927,2.36,1.46,0.15,0.19,1197.8,3190.919922,1.2992,75.08,56.92666666666666,18.15333333333333,223297.89,1357.8,78.209999
2010-11-23,86.32711333,15333.72564,2.36,1.46,0.15,0.19,1180.7,3126.300049,1.3143,75.08,56.92666666666666,18.15333333333333,223570.81333333332,1377.6,78.699997
2010-11-24,86.33158667,15334.19202,2.36,1.46,0.15,0.19,1198.3,3137.01001,1.3066,75.08,56.92666666666666,18.15333333333333,223843.73666666663,1373.0,79.68
2010-11-26,86.34053333,15335.12478,2.36,1.46,0.15,0.19,1189.4,3158.080078,1.3198,75.08,56.92666666666666,18.15333333333333,224389.5833333333,1363.4,79.769997
2010-11-29,86.35395333,15336.52391,2.36,1.46,0.15,0.19,1187.8,3158.209961,1.3214,75.08,56.92666666666666,18.15333333333333,225208.35333333333,1367.5,80.610001
2010-11-30,86.35842667,15336.99029,2.36,1.46,0.15,0.19,1180.5,3144.699951,1.3204,75.08,56.92666666666666,18.15333333333333,225481.27666666667,1386.1,80.860001
2010-12-01,86.3629,15337.45667,2.36,1.46,0.12,0.18,1206.1,3181.939941,1.3106,87.74838709677418,45.41290322580645,42.332258064516125,225754.2,1388.3,81.260002
2010-12-02,86.36722903,15337.908,2.36,1.46,0.12,0.18,1221.5,3197.959961,1.3076,87.74838709677418,45.41290322580645,42.332258064516125,225797.9419354839,1389.3,80.790001
2010-12-03,86.37155806,15338.35933,2.36,1.46,0.12,0.18,1224.7,3172.439941,1.3028,87.74838709677418,45.41290322580645,42.332258064516125,225841.6838709677,1406.2,80.220001
